1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
première semaine	1	-9.223372036854776E14	1	Il est recommandé de surveiller étroitement le patient par des consultations régulières, plus particulièrement en début de traitement antidépresseur (notamment au bout de la première semaine, puis de la deuxième semaine de traitement), pour rechercher un comportement suicidaire, une agitation ou un autre facteur majorant le risque suicidaire (conflit interpersonnel, alcool, etc.), mais également les effets indésirables somatiques (cfannexe 6.2).	
prescription	1	-9.223372036854776E14	4	Avant toute prescription médicamenteuse, la consultation du médecin est l acte thérapeutique initial.	Les IMAO ne sont recommandés qu'en dernier recours, après échec des autres alternatives thérapeutiques, en prescription spécialisée du fait des leurs nombreux effets indésirables et interactions médicamenteuses.	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.	En cas de réponse insuffisante au traitement, il est nécessaire :   d envisager un problème d adhésion ou d observance au traitement, de comorbidités, de prescription de traitements concomitants, de consommation d alcool en excès, d isolement, ou d évoquer un trouble cognitif d origine organique ;   d orienter le patient vers un psychiatre et un gériatre pour avis conjoint2.7.2 Femme enceinte ou allaitante ► Éléments de diagnostic.	
prescription de traitements	1	-9.223372036854776E14	1	En cas de réponse insuffisante au traitement, il est nécessaire :   d envisager un problème d adhésion ou d observance au traitement, de comorbidités, de prescription de traitements concomitants, de consommation d alcool en excès, d isolement, ou d évoquer un trouble cognitif d origine organique ;   d orienter le patient vers un psychiatre et un gériatre pour avis conjoint2.7.2 Femme enceinte ou allaitante ► Éléments de diagnostic.	
prescription de traitements concomitants	1	-9.223372036854776E14	1	En cas de réponse insuffisante au traitement, il est nécessaire :   d envisager un problème d adhésion ou d observance au traitement, de comorbidités, de prescription de traitements concomitants, de consommation d alcool en excès, d isolement, ou d évoquer un trouble cognitif d origine organique ;   d orienter le patient vers un psychiatre et un gériatre pour avis conjoint2.7.2 Femme enceinte ou allaitante ► Éléments de diagnostic.	
prescription médicamenteuse	1	-9.223372036854776E14	1	Avant toute prescription médicamenteuse, la consultation du médecin est l acte thérapeutique initial.	
preuve	1	-9.223372036854776E14	3	Elles ne sauraient dispenser le professionnel de santé de faire preuve de discernement dans sa prise en charge du patient, qui doit être celle qu il estime la plus appropriée, en fonction de ses propres constatations et des préférences du patient.	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	Il n existe pas de preuve permettant de privilégier une psychothérapie plutôt qu une autre.	
preuve de discernement	1	-9.223372036854776E14	1	Elles ne sauraient dispenser le professionnel de santé de faire preuve de discernement dans sa prise en charge du patient, qui doit être celle qu il estime la plus appropriée, en fonction de ses propres constatations et des préférences du patient.	
principal fournisseur	1	-9.223372036854776E14	1	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.	
principes	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
principes généraux	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
priorité	0	-9.223372036854776E14	1	Une psychothérapie de soutien ou structurée doit être envisagée en priorité.	
prise	1	-9.223372036854776E14	15	Elles ne sauraient dispenser le professionnel de santé de faire preuve de discernement dans sa prise en charge du patient, qui doit être celle qu il estime la plus appropriée, en fonction de ses propres constatations et des préférences du patient.	Le projet d actualisation de la recommandation de bonne pratique Prise en charge d un épisode dépressif isolé de l adulte en ambulatoire , publiée par l Anaes en 2002, est une autosaisine de la.	Les objectifs d amélioration de la pratique sont :   mieux identifier les patients atteints d un épisode dépressif caractérisé isolé1 ;   prévenir le risque suicidaire et obtenir un impact positif sur les souffrances psychiques des patients ayant un épisode dépressif caractérisé ;   améliorer la qualité de vie et le handicap des patients atteints d un épisode dépressif caractérisé au travers de stratégies de prise en charge qui précisent la place des différents moyens thérapeutiques.	Si l'hospitalisation est refusée, il est recommandé de recourir aux dispositions légales relatives aux droits et à la protection des personnes faisant l objet de soins psychiatriques et aux modalités de leur prise en charge92.	Il est recommandé de réaliser un suivi somatique pour surveiller l apparition d une éventuelle comorbidité, de la prise d un toxique ou d une automédication.	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	Il est recommandé d effectuer un suivi rapproché du patient dès le début de la prise en charge ; la fréquence des consultations nécessaires est laissée à l appréciation du clinicien.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission partielle, il est recommandé de poursuivre la psychothérapie de soutien ;   en cas de persistance ou d aggravation des symptômes, il est recommandé de réévaluer le diagnostic et d envisager un EDC d intensité modérée► EDC d intensité modérée.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission complète, il recommandé de poursuivre le traitement antidépresseur éventuel 6 mois à 1 an après la rémission et poursuivre la psychothérapie éventuellement engagée ;   en cas de rémission partielle, il est recommandé de poursuivre la psychothérapie et d augmenter la posologie ou changer le traitement antidépresseur éventuel ;   en cas de persistance ou d aggravation des symptômes, il est recommandé de réévaluer le diagnostic et d envisager un EDC d intensité sévère► EDC d intensité sévère.	En l absence de critères d hospitalisation (cfparagraphe 1.6 Indications d hospitalisation), il est recommandé d instaurer le traitement antidépresseur d emblée et d orienter rapidement le patient vers un psychiatre pour une prise en charge associant une psychothérapie et un antidépresseur.	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission complète, il recommandé de poursuivre le traitement antidépresseur 6 mois à 1 an après la rémission et poursuivre la psychothérapie éventuellement engagée ;   en cas de rémission partielle ou bien de persistance ou d aggravation des symptômes, il est recommandé de reconsidérer la prise en charge en concertation avec le psychiatre, voire d envisager une hospitalisation du patient.	Le soutien psychothérapique propre à la relation de soins est une composante fondamentale du traitement de la dépression et cet accompagnement améliore l adhésion au traitement médicamenteux10 La thérapie de pleine conscience ( mindfulness ) est une TCC indiquée dans la prise en charge de la récidive (ré-currence) d un EDC.	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	Les enfants ou toute autre personne dépendant du patient doivent être prises en compte, et une évaluation du risque pour ces personnes doit être faite.	
